100, 19250.816799998283
200, 1284.707399994135
300, 1540.2965999990702
400, 1954.6591999977827
500, 2224.3511999994516
600, 426.66879999637604
700, 2124.75490000844
800, 600.5116999894381
900, 1794.2272000014782
1000, 1163.4959000051022
1100, 1718.8545000106096
1200, 1371.1889999955893
1300, 1405.8469999879599
1400, 1658.525600001216
1500, 1622.7401999980211
1600, 1590.2003000080585
1700, 1405.488199993968
1800, 1550.7166000008583
1900, 1533.3455999940634
2000, 1510.8296999931335
2100, 1642.4969999939203
2200, 1823.6661999970675
2300, 1350.7480999976397
2400, 1562.6556999981403
2500, 1533.5104999989271
2600, 1866.176600009203
2700, 1433.0553000122309
2800, 1567.9246999919415
2900, 1476.0483999997377
3000, 1599.7222000062466
3100, 1821.929399996996
3200, 1692.0130999982357
3300, 1618.884299993515
3400, 1533.3112000077963
3500, 1450.249200001359
3600, 1621.2550000101328
3700, 2046.2973999977112
3800, 1175.7809000015259
3900, 1741.5615999996662
4000, 2165.2082999944687
4100, 1126.978100001812
4200, 1453.7625000029802
4300, 1836.9604000002146
4400, 1754.2422000020742
4500, 2356.1502999961376
4600, 1053.4944999963045
4700, 1972.138799995184
4800, 1281.0073999911547
4900, 1913.1523000001907
5000, 1596.1444000005722
